experiment_id,cluster_id,dataset,run_category,hierarchy,model_family,fl_method,aggregation,clustering_method,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds,summary_path,round_metrics_path,metrics_csv_path,model_manifest_path,ledger_path,convergence_plot_path,best_validation_f1_default_threshold,cnn_bn_channels,cnn_bn_dropout,cnn_bn_hidden_dim,cnn_bn_kernel_sizes,computed_positive_class_weight,input_adapter,learning_rate,membership_hash,n_subclusters,num_leaf_clients,positive_class_weight,positive_class_weight_scale,test_accuracy_default_threshold,test_auroc_default_threshold,test_confusion_matrix,test_confusion_matrix_default_threshold,test_f1_default_threshold,test_fpr_default_threshold,test_pr_auc_default_threshold,test_precision_default_threshold,test_recall_default_threshold,threshold_used
P_C1,1,HAI 21.03,proposed_specialized_hierarchical,hierarchical_fixed,cnn1d_bn,FedBN,weighted_non_bn_mean,agglomerative,10,6,0.5649717514124294,0.9901666666666666,0.6190476190476191,0.203125,0.3058823529411765,0.7533804592739219,0.2712735036379033,0.0013477088948787063,3394160,33941600,144.1744796669991,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn_fast/runs/P_C1/run_summary.json,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn_fast/runs/P_C1/round_metrics.csv,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn_fast/metrics/P_C1_metrics.csv,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn_fast/models/P_C1/model_manifest.json,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn_fast/ledgers/P_C1_ledger.jsonl,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn_fast/plots/convergence_P_C1.svg,0.018516401874499943,"[32, 64, 64]",0.1,32,"[5, 3, 3]",120.21212121212122,sliding_window_feature_channels,0.003,866d3cc56e44be563b9f9a489c87a5957dcf6d108c2a096dfb809333dca64cc2,2,12,120.21212121212122,1.0,0.6180833333333333,0.7533804592739219,"[[23712, 32], [204, 52]]","[[14652, 9092], [74, 182]]",0.03819517313746065,0.3829177897574124,0.2712735036379033,0.019624757386241105,0.7109375,0.8999646306037903
AB_C1_FEDAVG_CNNBN,1,HAI 21.03,ablation_fl_method,hierarchical_fixed,cnn1d_bn,FedAvg,weighted_arithmetic_mean,agglomerative,10,3,0.6480446927374302,0.991625,0.7777777777777778,0.30078125,0.43380281690140843,0.7897839816111438,0.3765088478663915,0.0009265498652291105,3466176,34661760,148.7974765830004,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn_fast/runs/AB_C1_FEDAVG_CNNBN/run_summary.json,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn_fast/runs/AB_C1_FEDAVG_CNNBN/round_metrics.csv,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn_fast/metrics/AB_C1_FEDAVG_CNNBN_metrics.csv,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn_fast/models/AB_C1_FEDAVG_CNNBN/model_manifest.json,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn_fast/ledgers/AB_C1_FEDAVG_CNNBN_ledger.jsonl,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn_fast/plots/convergence_AB_C1_FEDAVG_CNNBN.svg,0.26719056974459726,"[32, 64, 64]",0.1,32,"[5, 3, 3]",,sliding_window_feature_channels,,866d3cc56e44be563b9f9a489c87a5957dcf6d108c2a096dfb809333dca64cc2,2,12,120.21212121212122,,0.9785,0.7897839816111438,"[[23722, 22], [179, 77]]","[[23373, 371], [145, 111]]",0.3008130081300813,0.015625,0.3765088478663915,0.23029045643153526,0.43359375,0.6296356320381165
