experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,cnn_bn_channels,cnn_bn_kernel_sizes,cnn_bn_hidden_dim,cnn_bn_dropout,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
AB_C1_FEDAVG_CNNBN,1,HAI 21.03,hierarchical_fixed,cnn1d_bn,FedAvg,weighted_arithmetic_mean,agglomerative,866d3cc56e44be563b9f9a489c87a5957dcf6d108c2a096dfb809333dca64cc2,sliding_window_feature_channels,12,2,10,"[32, 64, 64]","[5, 3, 3]",32,0.1,120.21212121212122,3,0.6480446927374302,0.26719056974459726,0.6296356320381165,0.991625,0.7777777777777778,0.30078125,0.43380281690140843,0.7897839816111438,0.3765088478663915,0.0009265498652291105,"[[23722, 22], [179, 77]]",0.9785,0.23029045643153526,0.43359375,0.3008130081300813,0.7897839816111438,0.3765088478663915,0.015625,"[[23373, 371], [145, 111]]",3466176,34661760,148.7974765830004
