experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,tcn_block_channels,tcn_hidden_dim,tcn_dropout,computed_positive_class_weight,positive_class_weight_scale,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
P_C1,1,HAI 21.03,hierarchical_fixed,tcn,FedBN,weighted_non_bn_mean,agglomerative,866d3cc56e44be563b9f9a489c87a5957dcf6d108c2a096dfb809333dca64cc2,sliding_window_feature_channels,12,2,50,"[32, 64, 128]",64,0.05,120.23141361256545,1.25,150.2892670157068,42,0.6707317073170732,0.14748603351955308,0.9828193783760071,0.9930589184826473,0.875,0.3828125,0.532608695652174,0.7741993493618495,0.5006412713196334,0.0005708693524710488,"[[24510, 14], [158, 98]]",0.9807909604519774,0.2868217054263566,0.578125,0.38341968911917096,0.7741993493618495,0.5006412713196334,0.015005708693524711,"[[24156, 368], [108, 148]]",5042800,252140000,1497.2805962499988
