phase,rank,candidate_key,experiment_id,feature_variant,window_length,stride,negative_to_positive_ratio,positive_class_weight_scale,learning_rate,dropout,rounds,max_train_examples_per_client,heldout_test_attached,validation_precision,validation_recall,validation_f1,validation_pr_auc,validation_fpr,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,wall_clock_training_seconds,config_path,run_output_root
fast,78,no_constants_no_corr_w64_s8_r20to1_pcw0p0_lr0p003_do0p1,P_C1_OPT_FAST_0078,no_constants_no_corr,64,8,20,0.0,0.003,0.1,10,256,False,0.94,0.55078125,0.6945812807881774,0.5969514078092327,0.0006799123668504948,0.5032922625541687,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",12.901295374998881,configs/same_setup_optimization/fast/proposed_0078_e2021d4310.yaml,outputs_c1_same_setup_optimization/fast/0078_e2021d4310
fast,79,no_constants_no_corr_w64_s16_r15to1_pcw0p05_lr0p003_do0p05,P_C1_OPT_FAST_0079,no_constants_no_corr,64,16,15,0.05,0.003,0.05,10,256,False,0.9577464788732394,0.5271317829457365,0.68,0.5851188847750732,0.00045330915684496827,0.5025425553321838,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",10.692464499996277,configs/same_setup_optimization/fast/proposed_0079_6f30c2d123.yaml,outputs_c1_same_setup_optimization/fast/0079_6f30c2d123
fast,80,no_constants_no_corr_w64_s16_r15to1_pcw0p1_lr0p003_do0p05,P_C1_OPT_FAST_0080,no_constants_no_corr,64,16,15,0.1,0.003,0.05,10,256,False,0.9583333333333334,0.5348837209302325,0.6865671641791045,0.5874372795187613,0.00045330915684496827,0.5027385950088501,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",10.70892725000158,configs/same_setup_optimization/fast/proposed_0080_4f38ed81aa.yaml,outputs_c1_same_setup_optimization/fast/0080_4f38ed81aa
fast,81,no_constants_no_corr_w64_s16_r15to1_pcw0p25_lr0p003_do0p05,P_C1_OPT_FAST_0081,no_constants_no_corr,64,16,15,0.25,0.003,0.05,10,256,False,0.971830985915493,0.5348837209302325,0.69,0.5925485669378504,0.0003022061045633122,0.5031943917274475,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",10.469344958000875,configs/same_setup_optimization/fast/proposed_0081_72ea820c62.yaml,outputs_c1_same_setup_optimization/fast/0081_72ea820c62
fast,82,no_constants_no_corr_w64_s16_r15to1_pcw0p5_lr0p003_do0p05,P_C1_OPT_FAST_0082,no_constants_no_corr,64,16,15,0.5,0.003,0.05,10,256,False,0.9722222222222222,0.5426356589147286,0.6965174129353234,0.5965224793504944,0.0003022061045633122,0.5047234296798706,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",10.394484290998662,configs/same_setup_optimization/fast/proposed_0082_6134b49974.yaml,outputs_c1_same_setup_optimization/fast/0082_6134b49974
fast,83,no_constants_no_corr_w64_s16_r15to1_pcw1p0_lr0p003_do0p05,P_C1_OPT_FAST_0083,no_constants_no_corr,64,16,15,1.0,0.003,0.05,10,256,False,0.9240506329113924,0.5658914728682171,0.7019230769230769,0.6408829269158287,0.0009066183136899365,0.5213942527770996,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",10.443444707998424,configs/same_setup_optimization/fast/proposed_0083_0f90e72bf1.yaml,outputs_c1_same_setup_optimization/fast/0083_0f90e72bf1
fast,84,no_constants_no_corr_w64_s16_r15to1_pcw0p0_lr0p001_do0p05,P_C1_OPT_FAST_0084,no_constants_no_corr,64,16,15,0.0,0.001,0.05,10,256,False,0.971830985915493,0.5348837209302325,0.69,0.5886320356211271,0.0003022061045633122,0.5046280026435852,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",10.970367499998247,configs/same_setup_optimization/fast/proposed_0084_df67349655.yaml,outputs_c1_same_setup_optimization/fast/0084_df67349655
fast,85,no_constants_no_corr_w64_s16_r15to1_pcw0p0_lr0p005_do0p05,P_C1_OPT_FAST_0085,no_constants_no_corr,64,16,15,0.0,0.005,0.05,10,256,False,0.8933333333333333,0.5193798449612403,0.6568627450980392,0.581434017090914,0.0012088244182532487,0.5020696520805359,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.29725150000013,configs/same_setup_optimization/fast/proposed_0085_800cfb3bd6.yaml,outputs_c1_same_setup_optimization/fast/0085_800cfb3bd6
fast,86,no_constants_no_corr_w64_s16_r15to1_pcw0p0_lr0p003_do0p0,P_C1_OPT_FAST_0086,no_constants_no_corr,64,16,15,0.0,0.003,0.0,10,256,False,0.9714285714285714,0.5271317829457365,0.6834170854271356,0.5863074406045088,0.0003022061045633122,0.5027406811714172,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",10.07693762499548,configs/same_setup_optimization/fast/proposed_0086_fbd8a65431.yaml,outputs_c1_same_setup_optimization/fast/0086_fbd8a65431
fast,87,no_constants_no_corr_w64_s16_r15to1_pcw0p0_lr0p003_do0p1,P_C1_OPT_FAST_0087,no_constants_no_corr,64,16,15,0.0,0.003,0.1,10,256,False,0.9714285714285714,0.5271317829457365,0.6834170854271356,0.5855207559776416,0.0003022061045633122,0.5026132464408875,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.295884500003012,configs/same_setup_optimization/fast/proposed_0087_75cee0f6aa.yaml,outputs_c1_same_setup_optimization/fast/0087_75cee0f6aa
fast,88,no_constants_no_corr_w64_s8_r15to1_pcw0p05_lr0p003_do0p05,P_C1_OPT_FAST_0088,no_constants_no_corr,64,8,15,0.05,0.003,0.05,10,256,False,0.9701492537313433,0.5078125,0.6666666666666666,0.5829341810729964,0.0003021832741557755,0.5026478171348572,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",12.524230791001173,configs/same_setup_optimization/fast/proposed_0088_08ea3781ae.yaml,outputs_c1_same_setup_optimization/fast/0088_08ea3781ae
fast,89,no_constants_no_corr_w64_s8_r15to1_pcw0p1_lr0p003_do0p05,P_C1_OPT_FAST_0089,no_constants_no_corr,64,8,15,0.1,0.003,0.05,10,256,False,0.9635036496350365,0.515625,0.6717557251908397,0.5880995260943686,0.00037772909269471935,0.5035486221313477,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",12.219231791998027,configs/same_setup_optimization/fast/proposed_0089_23603df2d1.yaml,outputs_c1_same_setup_optimization/fast/0089_23603df2d1
fast,90,no_constants_no_corr_w64_s8_r15to1_pcw0p25_lr0p003_do0p05,P_C1_OPT_FAST_0090,no_constants_no_corr,64,8,15,0.25,0.003,0.05,10,256,False,0.9205298013245033,0.54296875,0.683046683046683,0.5932707631322606,0.0009065498224673264,0.5029451847076416,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",12.512802457997168,configs/same_setup_optimization/fast/proposed_0090_95b3ed51c2.yaml,outputs_c1_same_setup_optimization/fast/0090_95b3ed51c2
fast,91,no_constants_no_corr_w64_s8_r15to1_pcw0p5_lr0p003_do0p05,P_C1_OPT_FAST_0091,no_constants_no_corr,64,8,15,0.5,0.003,0.05,10,256,False,0.94,0.55078125,0.6945812807881774,0.5985615267342635,0.0006799123668504948,0.5039889216423035,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",12.64204691699706,configs/same_setup_optimization/fast/proposed_0091_7ac56f8cee.yaml,outputs_c1_same_setup_optimization/fast/0091_7ac56f8cee
fast,92,no_constants_no_corr_w64_s8_r15to1_pcw1p0_lr0p003_do0p05,P_C1_OPT_FAST_0092,no_constants_no_corr,64,8,15,1.0,0.003,0.05,10,256,False,0.9119496855345912,0.56640625,0.6987951807228916,0.6428457028973236,0.0010576414595452142,0.5199387669563293,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",12.436377083002299,configs/same_setup_optimization/fast/proposed_0092_09cdbc9b8d.yaml,outputs_c1_same_setup_optimization/fast/0092_09cdbc9b8d
fast,93,no_constants_no_corr_w64_s8_r15to1_pcw0p0_lr0p001_do0p05,P_C1_OPT_FAST_0093,no_constants_no_corr,64,8,15,0.0,0.001,0.05,10,256,False,0.9194630872483222,0.53515625,0.6765432098765433,0.590420705518783,0.0009065498224673264,0.5040212273597717,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",12.36053799999354,configs/same_setup_optimization/fast/proposed_0093_fc6c910027.yaml,outputs_c1_same_setup_optimization/fast/0093_fc6c910027
fast,94,no_constants_no_corr_w64_s8_r15to1_pcw0p0_lr0p005_do0p05,P_C1_OPT_FAST_0094,no_constants_no_corr,64,8,15,0.0,0.005,0.05,10,256,False,0.9097222222222222,0.51171875,0.655,0.5795809670767168,0.0009820956410062703,0.5020079016685486,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",12.251457749996916,configs/same_setup_optimization/fast/proposed_0094_459675d2c0.yaml,outputs_c1_same_setup_optimization/fast/0094_459675d2c0
fast,95,no_constants_no_corr_w64_s8_r15to1_pcw0p0_lr0p003_do0p0,P_C1_OPT_FAST_0095,no_constants_no_corr,64,8,15,0.0,0.003,0.0,10,256,False,0.9632352941176471,0.51171875,0.6683673469387755,0.5838368938826128,0.00037772909269471935,0.5026587843894958,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.023191042004328,configs/same_setup_optimization/fast/proposed_0095_abf60c0915.yaml,outputs_c1_same_setup_optimization/fast/0095_abf60c0915
fast,96,no_constants_no_corr_w64_s8_r15to1_pcw0p0_lr0p003_do0p1,P_C1_OPT_FAST_0096,no_constants_no_corr,64,8,15,0.0,0.003,0.1,10,256,False,0.9701492537313433,0.5078125,0.6666666666666666,0.5828517106574943,0.0003021832741557755,0.5026233196258545,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",12.1586052499988,configs/same_setup_optimization/fast/proposed_0096_62fb4dd5a2.yaml,outputs_c1_same_setup_optimization/fast/0096_62fb4dd5a2
fast,97,no_constants_no_corr_w64_s16_r10to1_pcw0p05_lr0p003_do0p05,P_C1_OPT_FAST_0097,no_constants_no_corr,64,16,10,0.05,0.003,0.05,10,256,False,0.9027777777777778,0.5038759689922481,0.6467661691542289,0.5691016517525137,0.0010577213659715926,0.501787006855011,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",10.854775542000425,configs/same_setup_optimization/fast/proposed_0097_4a151e5e50.yaml,outputs_c1_same_setup_optimization/fast/0097_4a151e5e50
fast,98,no_constants_no_corr_w64_s16_r10to1_pcw0p1_lr0p003_do0p05,P_C1_OPT_FAST_0098,no_constants_no_corr,64,16,10,0.1,0.003,0.05,10,256,False,0.8831168831168831,0.5271317829457365,0.6601941747572816,0.5750604784373746,0.0013599274705349048,0.502349853515625,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.816217584004335,configs/same_setup_optimization/fast/proposed_0098_97e8ddce46.yaml,outputs_c1_same_setup_optimization/fast/0098_97e8ddce46
fast,99,no_constants_no_corr_w64_s16_r10to1_pcw0p25_lr0p003_do0p05,P_C1_OPT_FAST_0099,no_constants_no_corr,64,16,10,0.25,0.003,0.05,10,256,False,0.9710144927536232,0.5193798449612403,0.6767676767676768,0.5816866986985658,0.0003022061045633122,0.502984881401062,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.067719499995292,configs/same_setup_optimization/fast/proposed_0099_98b47ac5f5.yaml,outputs_c1_same_setup_optimization/fast/0099_98b47ac5f5
fast,100,no_constants_no_corr_w64_s16_r10to1_pcw0p5_lr0p003_do0p05,P_C1_OPT_FAST_0100,no_constants_no_corr,64,16,10,0.5,0.003,0.05,10,256,False,0.9583333333333334,0.5348837209302325,0.6865671641791045,0.5863893978078935,0.00045330915684496827,0.5039230585098267,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.207864707997942,configs/same_setup_optimization/fast/proposed_0100_8a191f4d1a.yaml,outputs_c1_same_setup_optimization/fast/0100_8a191f4d1a
fast,101,no_constants_no_corr_w64_s16_r10to1_pcw1p0_lr0p003_do0p05,P_C1_OPT_FAST_0101,no_constants_no_corr,64,16,10,1.0,0.003,0.05,10,256,False,0.9459459459459459,0.5426356589147286,0.6896551724137931,0.591950248428266,0.0006044122091266244,0.5055718421936035,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.08263462499599,configs/same_setup_optimization/fast/proposed_0101_22e5405eab.yaml,outputs_c1_same_setup_optimization/fast/0101_22e5405eab
fast,102,no_constants_no_corr_w64_s16_r10to1_pcw0p0_lr0p001_do0p05,P_C1_OPT_FAST_0102,no_constants_no_corr,64,16,10,0.0,0.001,0.05,10,256,False,0.9705882352941176,0.5116279069767442,0.6700507614213198,0.5789307054088809,0.0003022061045633122,0.5044815540313721,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",10.49348912500136,configs/same_setup_optimization/fast/proposed_0102_2a5de8d3eb.yaml,outputs_c1_same_setup_optimization/fast/0102_2a5de8d3eb
fast,103,no_constants_no_corr_w64_s16_r10to1_pcw0p0_lr0p005_do0p05,P_C1_OPT_FAST_0103,no_constants_no_corr,64,16,10,0.0,0.005,0.05,10,256,False,0.9130434782608695,0.4883720930232558,0.6363636363636364,0.561496342332221,0.0009066183136899365,0.5023936033248901,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.278543624997837,configs/same_setup_optimization/fast/proposed_0103_349f3ca241.yaml,outputs_c1_same_setup_optimization/fast/0103_349f3ca241
fast,104,no_constants_no_corr_w64_s16_r10to1_pcw0p0_lr0p003_do0p0,P_C1_OPT_FAST_0104,no_constants_no_corr,64,16,10,0.0,0.003,0.0,10,256,False,0.8831168831168831,0.5271317829457365,0.6601941747572816,0.5753479524854199,0.0013599274705349048,0.502381443977356,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",9.763186249998398,configs/same_setup_optimization/fast/proposed_0104_b36777881d.yaml,outputs_c1_same_setup_optimization/fast/0104_b36777881d
fast,105,no_constants_no_corr_w64_s16_r10to1_pcw0p0_lr0p003_do0p1,P_C1_OPT_FAST_0105,no_constants_no_corr,64,16,10,0.0,0.003,0.1,10,256,False,0.8607594936708861,0.5271317829457365,0.6538461538461539,0.5740797815336658,0.001662133575098217,0.5022197961807251,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",9.825320042000385,configs/same_setup_optimization/fast/proposed_0105_e5b7851657.yaml,outputs_c1_same_setup_optimization/fast/0105_e5b7851657
full,1,no_constants_no_corr_w64_s16_r20to1_pcw1p0_lr0p003_do0p05,P_C1_OPT_FULL_0001,no_constants_no_corr,64,16,20,1.0,0.003,0.05,50,,False,0.8411214953271028,0.6976744186046512,0.7627118644067796,0.7472795997170869,0.0025687518887881535,0.6307175755500793,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",111.15682004100381,configs/same_setup_optimization/full/proposed_0001_8ef80092eb.yaml,outputs_c1_same_setup_optimization/full/0001_8ef80092eb
full,2,no_constants_no_corr_w64_s16_r20to1_pcw0p5_lr0p003_do0p05,P_C1_OPT_FULL_0002,no_constants_no_corr,64,16,20,0.5,0.003,0.05,50,,False,0.8877551020408163,0.6744186046511628,0.7665198237885462,0.7353234278728786,0.001662133575098217,0.5083858370780945,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",118.28607466699759,configs/same_setup_optimization/full/proposed_0002_9d64547c5e.yaml,outputs_c1_same_setup_optimization/full/0002_9d64547c5e
full,3,no_constants_no_corr_w64_s8_r20to1_pcw0p5_lr0p003_do0p05,P_C1_OPT_FULL_0003,no_constants_no_corr,64,8,20,0.5,0.003,0.05,50,,False,0.8571428571428571,0.7265625,0.7864693446088795,0.7656061855406294,0.00234192037470726,0.5197570323944092,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",202.55415175000235,configs/same_setup_optimization/full/proposed_0003_136f937d0c.yaml,outputs_c1_same_setup_optimization/full/0003_136f937d0c
full,4,no_constants_no_corr_w64_s8_r20to1_pcw1p0_lr0p003_do0p05,P_C1_OPT_FULL_0004,no_constants_no_corr,64,8,20,1.0,0.003,0.05,50,,False,0.8440366972477065,0.71875,0.7763713080168776,0.7515580965970863,0.0025685578303240916,0.6039286851882935,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",201.05040295900108,configs/same_setup_optimization/full/proposed_0004_696138f25e.yaml,outputs_c1_same_setup_optimization/full/0004_696138f25e
full,5,no_constants_no_corr_w64_s16_r15to1_pcw1p0_lr0p003_do0p05,P_C1_OPT_FULL_0005,no_constants_no_corr,64,16,15,1.0,0.003,0.05,50,,False,0.9090909090909091,0.6201550387596899,0.7373271889400922,0.7307284953690828,0.0012088244182532487,0.6376430988311768,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",80.41716329100018,configs/same_setup_optimization/full/proposed_0005_0f90e72bf1.yaml,outputs_c1_same_setup_optimization/full/0005_0f90e72bf1
full,6,no_constants_no_corr_w64_s8_r20to1_pcw0p25_lr0p003_do0p05,P_C1_OPT_FULL_0006,no_constants_no_corr,64,8,20,0.25,0.003,0.05,50,,False,0.9257142857142857,0.6328125,0.7517401392111369,0.7258985469311519,0.0009820956410062703,0.409608393907547,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",202.69597016699845,configs/same_setup_optimization/full/proposed_0006_3c1f21669a.yaml,outputs_c1_same_setup_optimization/full/0006_3c1f21669a
full,7,no_constants_no_corr_w64_s8_r15to1_pcw1p0_lr0p003_do0p05,P_C1_OPT_FULL_0007,no_constants_no_corr,64,8,15,1.0,0.003,0.05,50,,False,0.8450704225352113,0.703125,0.767590618336887,0.7460266277918697,0.0024930120117851477,0.6226510405540466,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",158.54241845799697,configs/same_setup_optimization/full/proposed_0007_09cdbc9b8d.yaml,outputs_c1_same_setup_optimization/full/0007_09cdbc9b8d
full,8,no_constants_no_corr_w64_s8_r20to1_pcw0p0_lr0p001_do0p05,P_C1_OPT_FULL_0008,no_constants_no_corr,64,8,20,0.0,0.001,0.05,50,,False,0.934640522875817,0.55859375,0.6992665036674817,0.6040706579180486,0.0007554581853894387,0.5045369267463684,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",202.67925912500505,configs/same_setup_optimization/full/proposed_0008_adb4d82b06.yaml,outputs_c1_same_setup_optimization/full/0008_adb4d82b06
full,9,no_constants_no_corr_w64_s16_r20to1_pcw0p25_lr0p003_do0p05,P_C1_OPT_FULL_0009,no_constants_no_corr,64,16,20,0.25,0.003,0.05,50,,False,0.9726027397260274,0.5503875968992248,0.7029702970297029,0.5984297877951533,0.0003022061045633122,0.5039825439453125,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",106.00663054199686,configs/same_setup_optimization/full/proposed_0009_c0c590751d.yaml,outputs_c1_same_setup_optimization/full/0009_c0c590751d
full,10,no_constants_no_corr_w64_s16_r15to1_pcw0p5_lr0p003_do0p05,P_C1_OPT_FULL_0010,no_constants_no_corr,64,16,15,0.5,0.003,0.05,50,,False,0.9090909090909091,0.6201550387596899,0.7373271889400922,0.6951481713662813,0.0012088244182532487,0.5112908482551575,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",85.12440904200048,configs/same_setup_optimization/full/proposed_0010_6134b49974.yaml,outputs_c1_same_setup_optimization/full/0010_6134b49974
final,1,no_constants_no_corr_w64_s8_r20to1_pcw0p5_lr0p003_do0p05,P_C1_OPT_FINAL_0001,no_constants_no_corr,64,8,20,0.5,0.003,0.05,50,,True,0.8571428571428571,0.7265625,0.7864693446088795,0.7656061855406294,0.00234192037470726,0.5197570323944092,0.9806502486958631,0.7904040404040404,0.5701275045537341,0.6624338624338625,0.8555904264663241,0.6459293842137307,0.005208006525694924,"[[15854, 83], [236, 313]]",283.1768697919979,configs/same_setup_optimization/final/proposed_0001_136f937d0c.yaml,outputs_c1_same_setup_optimization/final/0001_136f937d0c
