experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,model_input_layout,num_leaf_clients,n_subclusters,rounds,mu,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
P_C2,2,TON IoT combined telemetry,hierarchical_fixed,compact_mlp,FedProx,weighted_arithmetic_mean,agglomerative,572fc5b59e36576bcd52becf06e8095decd701dade53abf72f398ffcda6c02cd,feature_vector_as_sequence,batch_x_features,15,3,50,0.01,0.6657829728264144,50,0.9270453565408288,0.8648688099843083,0.637915849685669,0.8985091420534459,0.867877545041746,1.0,0.9292659974905897,0.8124017732201038,0.8557143271227138,0.3044725738396625,"[[4121, 1804], [0, 11850]]",0.8,0.7692307692307693,1.0,0.8695652173913043,0.8124017732201038,0.8557143271227138,0.6,"[[2370, 3555], [0, 11850]]",442512,22125600,12.087693458001013
