experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,input_adapter,num_leaf_clients,rounds,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
A_C1_REPAIRED,1,HAI 21.03 repaired supervised variant,flat,cnn1d,FedAvg,weighted_arithmetic_mean,sliding_window_feature_channels,12,50,177.56135401974612,27,0.7735849056603774,0.04701432045393137,0.9999959468841553,0.9196677579725961,0.20448179271708683,0.6070686070686071,0.30591932949188055,0.8184020961139552,0.1789315446826748,0.07094235933304191,"[[14877, 1136], [189, 292]]",0.607614890263126,0.057729218957625866,0.8128898128898129,0.10780259167355942,0.8184020961139552,0.1789315446826748,0.39855117716855054,"[[9631, 6382], [90, 391]]",139872,6993600,131.89431041698845
