experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,tcn_block_channels,tcn_hidden_dim,tcn_dropout,computed_positive_class_weight,positive_class_weight_scale,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
P_C1_REPAIRED,1,HAI 21.03 repaired supervised variant,hierarchical_fixed,tcn,FedBN,weighted_non_bn_mean,agglomerative,0763f71deda08e833b9aaed5e34eb8319698b57e711eefa77430ce84f0c21565,sliding_window_feature_channels,12,2,50,"[32, 64, 64]",32,0.1,177.56135401974612,1.0,177.56135401974612,49,0.7263157894736842,0.3111111111111111,0.9978277087211609,0.7787074087546987,0.08769190736403851,0.7006237006237006,0.15587419056429233,0.823702038870964,0.2013112272679893,0.2189471054768001,"[[12507, 3506], [144, 337]]",0.47665817873166,0.04852110335659687,0.9106029106029107,0.09213294068153134,0.823702038870964,0.2013112272679893,0.5363766939361768,"[[7424, 8589], [43, 438]]",2964080,148204000,950.9629546250071
