experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,cnn_bn_channels,cnn_bn_kernel_sizes,cnn_bn_hidden_dim,cnn_bn_dropout,learning_rate,computed_positive_class_weight,positive_class_weight_scale,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
P_C1_OPT_FAST_0061,1,HAI 21.03 same-setup optimized Cluster 1 (no_constants_no_corr_w64_s16_r20to1),hierarchical_fixed,cnn1d_bn,FedBN,weighted_non_bn_mean,agglomerative,c66fa1884b913727abbef75f37f5df09133daa082fb9dc6f18faf8a13b396d08,sliding_window_feature_channels,12,2,10,"[32, 64, 64]","[5, 3, 3]",32,0.05,0.003,19.61744966442953,0.05,0.9808724832214765,4,0.6965174129353234,0.44376899696048633,0.5019546151161194,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",3143280,31432800,10.881862791997264
