experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
B_C1_BATADAL,1,BATADAL,hierarchical_fixed,cnn1d,FedAvg,weighted_arithmetic_mean,agglomerative,c605adadbd648c8a0c946c56e1bd185aec1f492c4c5368d6e9d4de2698f7400f,sliding_window_feature_channels,12,2,50,41.44444444444444,2,0.6341463414634146,0.525096525096525,0.5018944144248962,0.6718903036238981,0.21961620469083157,0.25307125307125306,0.23515981735159816,0.5664600380196712,0.28572051200355797,0.22385321100917432,"[[1269, 366], [304, 103]]",0.22331047992164543,0.20121642169285353,0.9754299754299754,0.33361344537815124,0.5664600380196712,0.28572051200355797,0.963914373088685,"[[59, 1576], [10, 397]]",98672,4933600,11.756643290995271
