experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,input_adapter,num_leaf_clients,rounds,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
A_C1_BATADAL,1,BATADAL,flat,cnn1d,FedAvg,weighted_arithmetic_mean,sliding_window_feature_channels,12,50,41.44444444444444,2,0.6339285714285714,0.525096525096525,0.5024141073226929,0.6811949069539667,0.22146118721461186,0.23832923832923833,0.22958579881656804,0.5638993455507217,0.2839082401561853,0.20856269113149847,"[[1294, 341], [310, 97]]",0.20910871694417238,0.2003968253968254,0.9926289926289926,0.3334709038382171,0.5638993455507217,0.2839082401561853,0.9859327217125382,"[[23, 1612], [3, 404]]",84576,4228800,11.949731042004714
