experiment_id,cluster_id,dataset,run_category,hierarchy,model_family,fl_method,aggregation,clustering_method,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds,summary_path,round_metrics_path,metrics_csv_path,model_manifest_path,ledger_path,convergence_plot_path,best_validation_f1_default_threshold,cnn_bn_channels,cnn_bn_dropout,cnn_bn_hidden_dim,cnn_bn_kernel_sizes,computed_positive_class_weight,input_adapter,learning_rate,membership_hash,n_subclusters,num_leaf_clients,positive_class_weight,positive_class_weight_scale,test_accuracy_default_threshold,test_auroc_default_threshold,test_confusion_matrix,test_confusion_matrix_default_threshold,test_f1_default_threshold,test_fpr_default_threshold,test_pr_auc_default_threshold,test_precision_default_threshold,test_recall_default_threshold,threshold_used
P_C1_BATADAL,1,BATADAL,proposed_specialized_hierarchical,hierarchical_fixed,cnn1d_bn,FedBN,weighted_non_bn_mean,agglomerative,50,30,0.5581395348837209,0.30411361410381976,0.21675977653631284,0.9533169533169533,0.3532089212562585,0.659978660896092,0.34069375229316246,0.8574923547400611,2964080,148204000,134.97344358299597,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_batadal/runs/P_C1_BATADAL/run_summary.json,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_batadal/runs/P_C1_BATADAL/round_metrics.csv,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_batadal/metrics/P_C1_BATADAL_metrics.csv,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_batadal/models/P_C1_BATADAL/model_manifest.json,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_batadal/ledgers/P_C1_BATADAL_ledger.jsonl,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_batadal/plots/convergence_P_C1_BATADAL.svg,0.5514285714285714,"[32, 64, 64]",0.1,32,"[5, 3, 3]",41.44444444444444,sliding_window_feature_channels,0.003,c605adadbd648c8a0c946c56e1bd185aec1f492c4c5368d6e9d4de2698f7400f,2,12,41.44444444444444,1.0,0.2889324191968658,0.659978660896092,"[[233, 1402], [19, 388]]","[[191, 1444], [8, 399]]",0.3546666666666667,0.8831804281345565,0.34069375229316246,0.21649484536082475,0.9803439803439803,0.500888466835022
