round,train_loss_local_mean,train_accuracy,train_f1,validation_loss,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_auroc,validation_pr_auc,validation_fpr,test_loss,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,threshold_used,communication_cost_bytes,validation_accuracy_default_threshold,validation_precision_default_threshold,validation_recall_default_threshold,validation_f1_default_threshold,validation_auroc_default_threshold,validation_pr_auc_default_threshold,validation_fpr_default_threshold,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,control_variate_communication_cost_bytes,server_control_variate_l2_norm
31,0.5272378743212329,0.9718471741327449,0.7851359615893677,0.1871582418680191,0.9717648766003996,0.7728235747303543,0.9791959001891282,0.8638553244166958,0.9835871522385201,0.7053201742216509,0.028983370499376472,0.17524679005146027,0.9716589926049951,0.7803340687046959,0.9886486794820604,0.8722258567762066,0.983731227788712,0.7230114948757878,0.03018361337259657,0.1407323181629181,11808,0.9609932244633708,0.7779354380986165,0.8027576108840218,0.7901516288845518,0.9835871522385201,0.7053201742216509,0.023073662483183134,0.9641691084135622,0.7893338888599553,0.8645256973361474,0.8252205161711859,0.983731227788712,0.7230114948757878,0.02502412709410804,5904,0.033220294395639796
32,0.5165533672867487,0.971529036077573,0.7836597446267097,0.18579983711242676,0.971223503410093,0.7647391488760074,0.989994509181868,0.8629088008508375,0.9835354101525096,0.7044379570289577,0.030666592948895156,0.17421133816242218,0.9705260220454862,0.7703716782908095,0.9954936968798129,0.8685828045290531,0.9835881851523369,0.7212453526491448,0.032181831679493206,0.10985083878040314,11808,0.9609039257928048,0.7757020326636118,0.805564029040327,0.7903510609642953,0.9835354101525096,0.7044379570289577,0.023454537635993932,0.9638844704897447,0.7868257261410788,0.8653242826992186,0.8242101545733612,0.9835881851523369,0.7212453526491448,0.025426245329242037,5904,0.03253796733479298
33,0.5058412384471856,0.971710829251957,0.7854155515436327,0.18484458327293396,0.9712737339122863,0.7645149148395596,0.9913367091696663,0.8632753353699031,0.9834920473858234,0.7037732540872209,0.030746453868032902,0.17349234223365784,0.9705874145388587,0.7704831237590999,0.9961211568079402,0.8688924271071748,0.9835004908304551,0.7201516697265649,0.032181831679493206,0.10803162306547165,11808,0.9612053088059651,0.7764113375497774,0.808858519919468,0.7923028655093077,0.9834920473858234,0.7037732540872209,0.023454537635993932,0.9639681875261615,0.7869022330449199,0.8663510353088814,0.8247176368375326,0.9835004908304551,0.7201516697265649,0.02544480463240207,5904,0.029646266795514874
34,0.49675655965869653,0.9718734863027215,0.7869894839814136,0.18362335860729218,0.9714300065857769,0.7654483798040693,0.9915197364407297,0.8639396114079154,0.9834325147721984,0.7029868421209994,0.030592875177383388,0.17250695824623108,0.9705650899958141,0.7705381185714917,0.9956648223147567,0.8687537328289867,0.9833782790207212,0.7187482461822582,0.0321570859419465,0.1129494309425354,11808,0.9613727438132765,0.776997776997777,0.8103227380879751,0.7933104375093325,0.9834325147721984,0.7029868421209994,0.023417678750238046,0.9640630668341007,0.7870303281233827,0.8674348297301923,0.8252788104089219,0.9833782790207212,0.7187482461822582,0.02545717750117542,5904,0.030692555326659855
35,0.4871182359927677,0.9720014591294259,0.7882521075292159,0.18221129477024078,0.9716030227599987,0.7665424704051313,0.9915807455310841,0.8646592541362983,0.983346614146881,0.7019203531440891,0.030408580748603968,0.1713555008172989,0.970559508860053,0.770599664399894,0.9954366550681649,0.8687059760559525,0.9832123651741773,0.7169338391669003,0.03213852663878647,0.11771441251039505,11808,0.9616071528235124,0.7776091524632267,0.8127631017021536,0.7947976016466307,0.983346614146881,0.7019203531440891,0.023405392454986084,0.9641021347844286,0.7868403370031529,0.8683474987165593,0.8255870708823689,0.9832123651741773,0.7169338391669003,0.025512855410655514,5904,0.03170941584348184
36,0.48050417009630647,0.9721557441261071,0.7896795642000849,0.18082156777381897,0.9717313895989373,0.766845726133258,0.9928619364285278,0.8653391114774147,0.9832557548909329,0.7008675118691423,0.03039629445335201,0.17020797729492188,0.9706264824891866,0.7707450564971752,0.9960641149962923,0.8690372508522657,0.9830373597639849,0.7151049581744092,0.03213234020439979,0.11668039113283157,11808,0.9618415618337482,0.7781530220100151,0.815325483497041,0.7963056755548935,0.9832557548909329,0.7008675118691423,0.023405392454986084,0.964252825449979,0.7871966959215282,0.8697735440077576,0.8264274680902957,0.9830373597639849,0.7151049581744092,0.025500482541882162,5904,0.029503505214450977
37,0.4705863959065934,0.9724045137331587,0.7920658237430495,0.17995183169841766,0.9717983636018619,0.7669523450744019,0.9936550546031359,0.8657081351157414,0.9831371427821917,0.6994309597809553,0.03040243760097799,0.16953422129154205,0.9706264824891866,0.7706972639011473,0.9961781986195881,0.8690502848896519,0.9828782359623472,0.7133073533795977,0.032144713073173146,0.11880241334438324,11808,0.9620927143447152,0.7787004239010511,0.8181319016533464,0.7979293109603713,0.9831371427821917,0.6994309597809553,0.023411535602612065,0.9644035161155295,0.7874929112749395,0.871313672922252,0.8272855285961872,0.9828782359623472,0.7133073533795977,0.025500482541882162,5904,0.028732672232384626
38,0.4651308888194842,0.9725707588071019,0.7938924437414624,0.17895984649658203,0.9718932434393383,0.7679203435420697,0.9928009273381734,0.8659996806982065,0.983006456320727,0.6978834235761583,0.03021200002457259,0.1687154620885849,0.970559508860053,0.7707670554966419,0.9950373623866294,0.8686602096456938,0.9826929779954581,0.7112402234702864,0.03209522159807973,0.12984998524188995,11808,0.9621987565160124,0.7784275127373784,0.8202672198157526,0.7987998692926952,0.983006456320727,0.6978834235761583,0.023509825964627758,0.9644370029300963,0.7870851556470285,0.8725685927785066,0.8276253854893686,0.9826929779954581,0.7112402234702864,0.02559946549206899,5904,0.027622888330779423
39,0.4572273063554683,0.9727633160510217,0.7957193731554822,0.17816109955310822,0.9720216102782769,0.7679446119065562,0.9947532182295162,0.866757036918906,0.9828226470548176,0.6956384754198653,0.030267288353206415,0.16801489889621735,0.9706209013534254,0.7706393681330803,0.9962352404312361,0.869035179380007,0.9824906728394551,0.7087158253567176,0.0321570859419465,0.12194604426622391,11808,0.9623382856887718,0.7786833131032889,0.8219144652553231,0.7997150658910127,0.9828226470548176,0.6956384754198653,0.023522112259879716,0.9645263011022743,0.7870831834763398,0.8738235126347613,0.8281883548683571,0.9824906728394551,0.7087158253567176,0.02563658409838905,5904,0.025595589791984175
40,0.4536944288634232,0.9726664394251987,0.795306762203314,0.176910862326622,0.9720774219473808,0.7682811911044101,0.9948142273198707,0.866994550046524,0.9826396334635107,0.6934082469219444,0.03021200002457259,0.16681219637393951,0.9706543881679922,0.7707956400864923,0.996349324054532,0.8691779458598726,0.9822998412237199,0.7062741848984825,0.03213234020439979,0.12116872519254684,11808,0.9621987565160124,0.7774636510500808,0.8220974925263864,0.799157844794354,0.9826396334635107,0.6934082469219444,0.023694120393407174,0.9643086368075904,0.785802279026794,0.8732530945182819,0.8272228676410991,0.9822998412237199,0.7062741848984825,0.025815990695602684,5904,0.024394670888699538
41,0.4461561415128242,0.9727836481823673,0.7966979952113783,0.17650511860847473,0.9721388147833949,0.7685782950850573,0.9950582636812885,0.8672764011485696,0.9824325658006884,0.6907891612982735,0.030168997991190726,0.16652148962020874,0.9706822938467978,0.7709418306999736,0.9964063658661799,0.8692925925004354,0.9821096123362907,0.7036097208511172,0.03210759446685309,0.12318215519189835,11808,0.9623940973578756,0.7774328907282865,0.8251479470441095,0.8005800876050669,0.9824325658006884,0.6907891612982735,0.023786267607796882,0.9644258406585741,0.7857106274007682,0.8750784324910159,0.8279900690846287,0.9821096123362907,0.7036097208511172,0.025884041473856128,5904,0.024201488368556887
42,0.4422053098939298,0.9722837169528115,0.7938989683386695,0.17558972537517548,0.9722392757877817,0.7691799877398972,0.9951802818619975,0.8677057290281398,0.9822372363058894,0.6882906436220835,0.030070707629175037,0.1656799465417862,0.9706990372540812,0.7710678497329272,0.996349324054532,0.8693509854668525,0.9819242056281947,0.7009777657786954,0.032082848729306376,0.12482652068138123,11808,0.9618192371661067,0.7726390316318373,0.8255750106765908,0.7982303495059726,0.9822372363058894,0.6882906436220835,0.024462013846654748,0.9638398214036556,0.7815652705594619,0.87496434886772,0.8256317786688915,0.9819242056281947,0.7009777657786954,0.02652124421568385,5904,0.02291909192222968
43,0.4351209166038661,0.971642656811563,0.7905847023494083,0.17502383887767792,0.9723397367921685,0.7697061182131233,0.9954853273137697,0.8681564245810056,0.9820275149577052,0.6855671587496234,0.029990846710037287,0.16518603265285492,0.9707269429328869,0.7711901818823945,0.9964634076778278,0.8694721648458303,0.981757783450196,0.6983988162567567,0.03206428942614634,0.12612822651863098,11808,0.9611997276390548,0.7672272238265104,0.8266731743029712,0.7958416539410313,0.9820275149577052,0.6855671587496234,0.025254479890406245,0.9632538021487372,0.7769289147482924,0.875934059665735,0.8234663234663234,0.981757783450196,0.6983988162567567,0.02727598921085843,5904,0.022482166733050764
44,0.43109681139621464,0.9715864444484311,0.7909174917491749,0.1746416985988617,0.9723899672943619,0.770007550018875,0.9955463364041243,0.8683713381049942,0.9818431852988682,0.6832151490342033,0.029941701529029443,0.1649596244096756,0.9707436863401703,0.7713402517111945,0.996349324054532,0.8695240939864596,0.9815815854637098,0.6958658425659678,0.03203335725421296,0.13013648986816406,11808,0.9611550783037718,0.7656170788035825,0.8292355560978586,0.796157450796626,0.9818431852988682,0.6832151490342033,0.025561637271705278,0.9630193944467699,0.7748374414032966,0.876846728652102,0.8226919989296226,0.9815815854637098,0.6958658425659678,0.02763480240528569,5904,0.022058624073829736
45,0.4278884414530646,0.9711809978292459,0.7897528968309367,0.1750481277704239,0.972451360130376,0.770407440630754,0.9955463364041243,0.8686255722346429,0.9817219828439115,0.6815878036613835,0.02987412690514366,0.16545599699020386,0.9707269429328869,0.7713578938068734,0.9960641149962923,0.8694266723094924,0.9815137993495252,0.6945710869216338,0.032020984385439606,0.1350027173757553,11808,0.9607978836215075,0.7603246067478183,0.8345433469586968,0.7957070560176837,0.9817219828439115,0.6815878036613835,0.026489252563228347,0.9624780242779406,0.7695799660780206,0.8799840282927386,0.8210873672725337,0.9815137993495252,0.6945710869216338,0.028575140432060577,5904,0.0198181871352855
46,0.4256964917645214,0.9712061139914964,0.7908649460983174,0.17523159086704254,0.9724960094656591,0.7705196582810214,0.9959734000366055,0.8688594390334771,0.9816464053750952,0.6805590988226349,0.029867983757517678,0.1657084822654724,0.9707660108832147,0.7714046010509118,0.9965204494894758,0.8696301458509632,0.9814671987118337,0.6937139068532018,0.032027170819826284,0.13424070179462433,11808,0.9610769419670264,0.7600375545369195,0.8396071014581172,0.7978433532378688,0.9816464053750952,0.6805590988226349,0.026691976434885707,0.9625282544997907,0.7685585182978301,0.8828931606867834,0.8217679851340589,0.9814671987118337,0.6937139068532018,0.028834970676301006,5904,0.01938352557029368
47,0.42399903848899606,0.9711965459296867,0.7908172571637033,0.17457160353660583,0.972523915300211,0.7705993393109958,0.9962174363980233,0.8690029536201804,0.9815374978355111,0.6790645822297465,0.029861840609891697,0.16498777270317078,0.9707715920189759,0.7714386646648415,0.9965204494894758,0.8696517908255967,0.9814218569928963,0.6926633453146323,0.032020984385439606,0.1329387128353119,11808,0.9611383348030407,0.7601258139278225,0.8404002196327253,0.7982499348071741,0.9815374978355111,0.6790645822297465,0.02670426273013767,0.9625115110925073,0.7685773892310749,0.8826079516285438,0.8216552053739744,0.9814218569928963,0.6926633453146323,0.028822597807527654,5904,0.01860500048584995
48,0.42213232464623035,0.9713639870113561,0.7925989449338635,0.17469321191310883,0.9725462399678525,0.7707192750613555,0.9962784454883777,0.8691024242262966,0.9814468477111826,0.6777748855265339,0.029843411167013754,0.16515998542308807,0.9707715920189759,0.7714386646648415,0.9965204494894758,0.8696517908255967,0.9813738306980878,0.6916397098795416,0.032020984385439606,0.13468311727046967,11808,0.9613615814794557,0.7600241678567505,0.844182783234702,0.7998959447350926,0.9814468477111826,0.6777748855265339,0.02683941197790924,0.9627626622017581,0.7688004356651319,0.8858022930808283,0.8231645905115292,0.9813738306980878,0.6916397098795416,0.0288906485857811,5904,0.01893746908967859
49,0.41719751750394857,0.9715254480543944,0.7940092405129003,0.17471691966056824,0.9725853081362251,0.7709739861196355,0.9962784454883777,0.8692643457894177,0.9813582904022005,0.6766791859985732,0.02980040913363189,0.16524948179721832,0.9707660108832147,0.7714285714285715,0.9964634076778278,0.8696236559139785,0.9812937608186996,0.690559476501355,0.032020984385439606,0.13687092065811157,11808,0.9616350586580642,0.7606683100520405,0.8471722286620706,0.8015932575189055,0.9813582904022005,0.6766791859985732,0.02683941197790924,0.9628966094600251,0.7691014292072598,0.8871142547487308,0.8239033693579149,0.9812937608186996,0.690559476501355,0.02888446215139442,5904,0.016778057876765312
50,0.41486626765450846,0.9712718944164379,0.7917894663846607,0.17349205911159515,0.972613213970777,0.7710792182041356,0.9964614727594412,0.8694008995821467,0.9813003410798418,0.6757635733739847,0.029788122838379928,0.16386312246322632,0.9707715920189759,0.7714386646648415,0.9965204494894758,0.8696517908255967,0.9812904781020331,0.6900707099878111,0.032020984385439606,0.13174223899841309,11808,0.9612499581412481,0.7598174018259818,0.8428405832469038,0.7991785497353426,0.9813003410798418,0.6757635733739847,0.026827125682657278,0.9626454583507744,0.7685864393338621,0.8845473732245737,0.8224998010979394,0.9812904781020331,0.6900707099878111,0.02888446215139442,5904,0.01778540968985691
