round,train_loss_local_mean,train_accuracy,train_f1,validation_loss,validation_accuracy,validation_f1,test_loss,test_accuracy,test_f1,communication_cost_bytes
1,0.5903093638852733,0.6003182985495714,0.7502486212819818,0.6645124554634094,0.6666666666666666,0.8,0.6636908650398254,0.6666666666666666,0.8,442512
2,0.4609920314914973,0.6003182985495714,0.7502486212819818,0.636759877204895,0.6666666666666666,0.8,0.6321019530296326,0.6666666666666666,0.8,442512
3,0.3991795285167455,0.6003182985495714,0.7502486212819818,0.6592347025871277,0.6666666666666666,0.8,0.6519911289215088,0.6666666666666666,0.8,442512
4,0.40084237633252845,0.6003182985495714,0.7502486212819818,0.7163490653038025,0.6666666666666666,0.8,0.708778440952301,0.6666666666666666,0.8,442512
5,0.4229116106448607,0.6003182985495714,0.7502486212819818,0.7841743230819702,0.6666666666666666,0.8,0.7769503593444824,0.6666666666666666,0.8,442512
6,0.4408594537361532,0.6003182985495714,0.7502486212819818,0.8437870144844055,0.6666666666666666,0.8,0.837014377117157,0.6666666666666666,0.8,442512
7,0.4490892681338798,0.6003182985495714,0.7502486212819818,0.8913535475730896,0.6666666666666666,0.8,0.8853124976158142,0.6666666666666666,0.8,442512
8,0.4453552786047625,0.6003182985495714,0.7502486212819818,0.9244350790977478,0.6666666666666666,0.8,0.9193814396858215,0.6666666666666666,0.8,442512
9,0.43190304051129164,0.6003182985495714,0.7502486212819818,0.9487015604972839,0.6666666666666666,0.8,0.9445337653160095,0.6666666666666666,0.8,442512
10,0.41417883155085017,0.6003182985495714,0.7502486212819818,0.961471438407898,0.6666666666666666,0.8,0.9582189321517944,0.6666666666666666,0.8,442512
11,0.39346058347320945,0.6003182985495714,0.7502486212819818,0.9709084033966064,0.6666666666666666,0.8,0.9684966206550598,0.6666666666666666,0.8,442512
12,0.37159080775042225,0.6003182985495714,0.7502486212819818,0.9700480103492737,0.6666666666666666,0.8,0.9685880541801453,0.6666666666666666,0.8,442512
13,0.35040032556652645,0.6003182985495714,0.7502486212819818,0.9678438305854797,0.6666666666666666,0.8,0.9672451615333557,0.6666666666666666,0.8,442512
14,0.32897151382178885,0.6003182985495714,0.7502486212819818,0.9690185189247131,0.6666666666666666,0.8,0.9691853523254395,0.6666666666666666,0.8,442512
15,0.3137766399418456,0.6003182985495714,0.7502486212819818,0.972870945930481,0.6666666666666666,0.8,0.9736894369125366,0.6666666666666666,0.8,442512
16,0.29997108352203905,0.6003182985495714,0.7502486212819818,0.9679026007652283,0.6666666666666666,0.8,0.9694434404373169,0.6666666666666666,0.8,442512
