experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,input_adapter,num_leaf_clients,rounds,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
A_C1_BATADAL,1,BATADAL,flat,cnn1d,FedAvg,weighted_arithmetic_mean,sliding_window_feature_channels,12,1,11.0,1,0.5116279069767442,0.0,0.46074047684669495,0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,0.99609375,0.9851190476190477,1.0,"[[0, 80], [0, 16]]",0.8333333333333334,0.0,0.0,0.0,0.99609375,0.9851190476190477,0.0,"[[80, 0], [16, 0]]",84576,84576,0.017781249996914994
