experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,cnn_bn_channels,cnn_bn_kernel_sizes,cnn_bn_hidden_dim,cnn_bn_dropout,learning_rate,computed_positive_class_weight,positive_class_weight_scale,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
P_C1_BATADAL,1,BATADAL,hierarchical_fixed,cnn1d_bn,FedBN,weighted_non_bn_mean,agglomerative,c605adadbd648c8a0c946c56e1bd185aec1f492c4c5368d6e9d4de2698f7400f,sliding_window_feature_channels,12,2,50,"[32, 64, 64]","[5, 3, 3]",32,0.1,0.003,41.44444444444444,0.25,10.36111111111111,50,0.6533333333333333,0.49846153846153846,0.051546625792980194,0.35602350636630753,0.23481308411214954,0.9877149877149877,0.37942425672487023,0.7041738986693115,0.38528145820013787,0.8012232415902141,"[[325, 1310], [5, 402]]",0.797747306562194,0.453125,0.07125307125307126,0.12314225053078556,0.7041738986693115,0.38528145820013787,0.021406727828746176,"[[1600, 35], [378, 29]]",2964080,148204000,626.9989103330008
