round,train_loss_local_mean,train_accuracy,train_f1,validation_loss,validation_accuracy,validation_f1,test_loss,test_accuracy,test_f1,communication_cost_bytes,control_variate_communication_cost_bytes,server_control_variate_l2_norm
1,0.693199573419033,0.9416666666666667,0.5882352941176471,0.6912634372711182,0.975,0.7692307692307693,0.6915482878684998,0.9,0.0,11808,5904,0.40901102145075047
