round,train_loss_local_mean,train_accuracy,train_f1,validation_loss,validation_accuracy,validation_f1,test_loss,test_accuracy,test_f1,communication_cost_bytes,control_variate_communication_cost_bytes,server_control_variate_l2_norm
1,0.6931149210685339,0.9447916666666667,0.4854368932038835,0.6912132501602173,0.9489583333333333,0.4367816091954023,0.6913788318634033,0.928125,0.6187845303867403,11808,5904,0.4266424586401138
