round,train_loss_local_mean,train_accuracy,train_f1,validation_loss,validation_accuracy,validation_f1,test_loss,test_accuracy,test_f1,communication_cost_bytes
1,0.5340654756428238,0.9917513128800443,0.0,0.42844775319099426,0.9958030669895077,0.0,0.4389120042324066,0.9896690879741727,0.0,3036096
2,0.2696540563870845,0.9917513128800443,0.0,0.22710469365119934,0.9958030669895077,0.0,0.24910637736320496,0.9896690879741727,0.0,3036096
3,0.13049293247064905,0.9917513128800443,0.0,0.13493116199970245,0.9958030669895077,0.0,0.1622292399406433,0.9896690879741727,0.0,3036096
4,0.08016331934561713,0.9917513128800443,0.0,0.09306355565786362,0.9958030669895077,0.0,0.1219896599650383,0.9896690879741727,0.0,3036096
5,0.05930226597863664,0.9917513128800443,0.0,0.07243908196687698,0.9958030669895077,0.0,0.10137343406677246,0.9896690879741727,0.0,3036096
6,0.049112297381769025,0.9917513128800443,0.0,0.06162180379033089,0.9958030669895077,0.0,0.08979279547929764,0.9896690879741727,0.0,3036096
7,0.04302847236350321,0.9917513128800443,0.0,0.053959138691425323,0.9958030669895077,0.0,0.08139330893754959,0.9896690879741727,0.0,3036096
8,0.0388889021354919,0.9917513128800443,0.0,0.049529507756233215,0.9958030669895077,0.0,0.07565074414014816,0.9896690879741727,0.0,3036096
9,0.03593008286145885,0.9917513128800443,0.0,0.045634675770998,0.9958030669895077,0.0,0.07124389708042145,0.9896690879741727,0.0,3036096
10,0.033735887736803964,0.9917513128800443,0.0,0.040905535221099854,0.9958030669895077,0.0,0.0671633929014206,0.9896690879741727,0.0,3036096
11,0.03205120685771018,0.9917513128800443,0.0,0.03832601010799408,0.9958030669895077,0.0,0.06400945782661438,0.9896690879741727,0.0,3036096
12,0.03051650592985978,0.9917513128800443,0.0,0.035261332988739014,0.9958030669895077,0.0,0.06095317378640175,0.9896690879741727,0.0,3036096
13,0.029215944670786875,0.9917513128800443,0.0,0.032608915120363235,0.9958030669895077,0.0,0.05785258486866951,0.9896690879741727,0.0,3036096
14,0.028098785362438115,0.9917513128800443,0.0,0.030851103365421295,0.9958030669895077,0.0,0.055444344878196716,0.9896690879741727,0.0,3036096
15,0.027192996092960595,0.9917513128800443,0.0,0.029095258563756943,0.9958030669895077,0.0,0.05298912525177002,0.9896690879741727,0.0,3036096
16,0.026086562329849773,0.9917513128800443,0.0,0.027601689100265503,0.9958030669895077,0.0,0.051115602254867554,0.9896690879741727,0.0,3036096
