experiment_id,cluster_id,dataset,run_category,hierarchy,model_family,fl_method,aggregation,clustering_method,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds,summary_path,round_metrics_path,metrics_csv_path,model_manifest_path,ledger_path,convergence_plot_path,best_validation_f1_default_threshold,cnn_bn_channels,cnn_bn_dropout,cnn_bn_hidden_dim,cnn_bn_kernel_sizes,input_adapter,membership_hash,n_subclusters,num_leaf_clients,positive_class_weight,test_accuracy_default_threshold,test_auroc_default_threshold,test_confusion_matrix,test_confusion_matrix_default_threshold,test_f1_default_threshold,test_fpr_default_threshold,test_pr_auc_default_threshold,test_precision_default_threshold,test_recall_default_threshold,threshold_used
AB_C1_FEDAVG_CNNBN,1,HAI 21.03,ablation_fl_method,hierarchical_fixed,cnn1d_bn,FedAvg,weighted_arithmetic_mean,agglomerative,50,36,0.7191011235955056,0.9937046004842615,0.852112676056338,0.47265625,0.6080402010050251,0.7801151104530255,0.5245374049809598,0.0008563040287065731,3466176,173308800,1172.4300509589993,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn/runs/AB_C1_FEDAVG_CNNBN/run_summary.json,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn/runs/AB_C1_FEDAVG_CNNBN/round_metrics.csv,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn/metrics/AB_C1_FEDAVG_CNNBN_metrics.csv,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn/models/AB_C1_FEDAVG_CNNBN/model_manifest.json,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn/ledgers/AB_C1_FEDAVG_CNNBN_ledger.jsonl,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_c1_cnnbn/plots/convergence_AB_C1_FEDAVG_CNNBN.svg,0.552,"[32, 64, 64]",0.1,32,"[5, 3, 3]",sliding_window_feature_channels,866d3cc56e44be563b9f9a489c87a5957dcf6d108c2a096dfb809333dca64cc2,2,12,120.23141361256545,0.9934221146085553,0.7801151104530255,"[[24503, 21], [135, 121]]","[[24487, 37], [126, 130]]",0.6146572104018913,0.001508726145816343,0.5245374049809598,0.7784431137724551,0.5078125,0.8048277497291565
