experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,tcn_block_channels,tcn_hidden_dim,tcn_dropout,computed_positive_class_weight,positive_class_weight_scale,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
P_C1,1,HAI 21.03,hierarchical_fixed,tcn,FedBN,weighted_non_bn_mean,agglomerative,866d3cc56e44be563b9f9a489c87a5957dcf6d108c2a096dfb809333dca64cc2,sliding_window_feature_channels,12,2,50,"[64, 64, 64]",64,0.05,120.23141361256545,1.0,120.23141361256545,50,0.5838509316770186,0.20520673813169985,0.9882684946060181,0.9931799838579499,0.8849557522123894,0.390625,0.5420054200542005,0.7935741837077964,0.48988575038903603,0.0005300929701516882,"[[24511, 13], [156, 100]]",0.9845439870863599,0.3359173126614987,0.5078125,0.40435458786936235,0.7935741837077964,0.48988575038903603,0.01047953025607568,"[[24267, 257], [126, 130]]",4537456,226872800,1496.8960102080018
