experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,cnn_bn_channels,cnn_bn_kernel_sizes,cnn_bn_hidden_dim,cnn_bn_dropout,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
AB_C1_FEDAVG_CNNBN,1,HAI 21.03,hierarchical_fixed,cnn1d_bn,FedAvg,weighted_arithmetic_mean,agglomerative,866d3cc56e44be563b9f9a489c87a5957dcf6d108c2a096dfb809333dca64cc2,sliding_window_feature_channels,12,2,50,"[32, 64, 64]","[5, 3, 3]",32,0.1,120.23141361256545,36,0.7191011235955056,0.552,0.8048277497291565,0.9937046004842615,0.852112676056338,0.47265625,0.6080402010050251,0.7801151104530255,0.5245374049809598,0.0008563040287065731,"[[24503, 21], [135, 121]]",0.9934221146085553,0.7784431137724551,0.5078125,0.6146572104018913,0.7801151104530255,0.5245374049809598,0.001508726145816343,"[[24487, 37], [126, 130]]",3466176,173308800,906.8553376250002
