experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
B_C1,1,HAI 21.03,hierarchical_fixed,cnn1d,FedAvg,weighted_arithmetic_mean,agglomerative,866d3cc56e44be563b9f9a489c87a5957dcf6d108c2a096dfb809333dca64cc2,sliding_window_feature_channels,12,2,1,1,0.0,0.46875,0.0,0.0,0.0,metric_unavailable_single_class,metric_unavailable_single_class,0.53125,"[[45, 51], [0, 0]]",163184,163184,0.020070667000254616
