experiment_id,cluster_id,dataset,run_category,hierarchy,model_family,fl_method,aggregation,clustering_method,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds,summary_path,round_metrics_path,metrics_csv_path,model_manifest_path,ledger_path,convergence_plot_path,input_adapter,num_leaf_clients,test_confusion_matrix
A_C1,1,HAI 21.03,baseline_flat,flat,cnn1d,FedAvg,weighted_arithmetic_mean,,1,1,0.0,0.46875,0.0,0.0,0.0,metric_unavailable_single_class,metric_unavailable_single_class,0.53125,139872,139872,0.013172792001569178,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_matrix_smoke/runs/A_C1/run_summary.json,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_matrix_smoke/runs/A_C1/round_metrics.csv,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_matrix_smoke/metrics/A_C1_metrics.csv,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_matrix_smoke/models/A_C1/model_manifest.json,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_matrix_smoke/ledgers/A_C1_ledger.jsonl,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_matrix_smoke/plots/convergence_A_C1.svg,sliding_window_feature_channels,12,"[[45, 51], [0, 0]]"
