experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,input_adapter,num_leaf_clients,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
A_C1,1,HAI 21.03,flat,cnn1d,FedAvg,weighted_arithmetic_mean,sliding_window_feature_channels,12,1,1,0.0,0.46875,0.0,0.0,0.0,metric_unavailable_single_class,metric_unavailable_single_class,0.53125,"[[45, 51], [0, 0]]",139872,139872,0.013172792001569178
