ablation_id,comparison_id,title,control_experiment_id,control_source_experiment_id,treatment_experiment_id,treatment_source_experiment_id,cluster_id,dataset,control_best_validation_f1,treatment_best_validation_f1,delta_best_validation_f1,control_test_accuracy,treatment_test_accuracy,delta_test_accuracy,control_test_f1,treatment_test_f1,delta_test_f1,control_test_auroc,treatment_test_auroc,control_total_communication_cost_bytes,treatment_total_communication_cost_bytes,delta_total_communication_cost_bytes,control_metrics_csv_path,treatment_metrics_csv_path,plot_path
ablation_cluster3_fedavg_vs_scaffold,ablation_cluster3_fedavg_vs_scaffold,Cluster 3 FedAvg vs SCAFFOLD,AB_C3_FEDAVG_CNN1D,B_C3,P_C3,P_C3,3,WUSTL-IIOT-2021,0.0,0.7692307692307693,0.7692307692307693,0.9166666666666666,0.9,-0.016666666666666607,0.0,0.0,0.0,0.9669669669669669,0.966966966966967,5904,11808,5904.0,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_ablation_smoke/metrics/B_C3_metrics.csv,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_ablation_smoke/metrics/P_C3_metrics.csv,/Users/anilkumar/Desktop/Thesis/fcfl-cps-ids/outputs_ablation_smoke/plots/ablation_cluster3_fedavg_vs_scaffold.svg
