experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
B_C3,3,WUSTL-IIOT-2021,hierarchical_fixed,cnn1d,FedAvg,weighted_arithmetic_mean,agglomerative,f56d3171e2e665c9b46abf6a8b64524a2e8689417598358c290f3cb7d4237770,feature_vector_as_sequence,15,3,1,1,0.0,0.9166666666666666,0.0,0.0,0.0,0.9669669669669669,0.5334326167659501,0.009009009009009009,"[[110, 1], [9, 0]]",5904,5904,0.020726624999952037
