experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,control_variate_bytes,final_server_control_variate_l2_norm,communication_cost_per_round_bytes,control_variate_communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
P_C3,3,WUSTL-IIOT-2021,hierarchical_fixed,cnn1d,SCAFFOLD,weighted_arithmetic_mean,agglomerative,f56d3171e2e665c9b46abf6a8b64524a2e8689417598358c290f3cb7d4237770,feature_vector_as_sequence,15,3,1,1,0.7692307692307693,0.9,0.0,0.0,0.0,0.966966966966967,0.5334326167659501,0.02702702702702703,"[[108, 3], [9, 0]]",164,0.40901102145075047,11808,5904,11808,0.015149874998314772
