experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,cnn_bn_channels,cnn_bn_kernel_sizes,cnn_bn_hidden_dim,cnn_bn_dropout,learning_rate,computed_positive_class_weight,positive_class_weight_scale,positive_class_weight,training_resampling,target_positive_fraction,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
P_C1_BATADAL,1,BATADAL,hierarchical_fixed,cnn1d_bn,FedBN,weighted_non_bn_mean,agglomerative,c605adadbd648c8a0c946c56e1bd185aec1f492c4c5368d6e9d4de2698f7400f,sliding_window_feature_channels,12,2,50,"[32, 64, 64]","[5, 3, 3]",32,0.1,0.003,41.44444444444444,0.1,4.144444444444445,positive_window_oversampling,0.5,50,0.610051993067591,0.525096525096525,0.5724842548370361,0.3868756121449559,0.22112211221122113,0.8230958230958231,0.3485952133194589,0.6341320469760836,0.3639821826847601,0.7217125382262997,"[[455, 1180], [72, 335]]",0.19931439764936337,0.19931439764936337,1.0,0.3323805634953042,0.6341320469760836,0.3639821826847601,1.0,"[[0, 1635], [0, 407]]",2964080,148204000,287.1339254589984
