experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,input_adapter,num_leaf_clients,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds,seed
A_C1,1,HAI 21.03,flat,cnn1d,FedAvg,weighted_arithmetic_mean,sliding_window_feature_channels,12,50,50,0.0,0.9896690879741727,0.0,0.0,0.0,0.8340363011743599,0.3551872102134908,0.0,"[[24524, 0], [256, 0]]",139872,6993600,123.23742154099455,42
