experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,input_adapter,num_leaf_clients,rounds,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
A_C1,1,HAI 21.03,flat,cnn1d,FedAvg,weighted_arithmetic_mean,sliding_window_feature_channels,12,50,120.23141361256545,40,0.7027027027027027,0.2908366533864542,0.9642142653465271,0.9934624697336562,0.9122807017543859,0.40625,0.5621621621621622,0.8997713336935247,0.5194450729573689,0.0004077638231936063,"[[24514, 10], [152, 104]]",0.9920500403551251,0.656084656084656,0.484375,0.5573033707865168,0.8997713336935247,0.5194450729573689,0.0026504648507584406,"[[24459, 65], [132, 124]]",139872,6993600,97.90652820799733
