experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,model_input_layout,num_leaf_clients,n_subclusters,rounds,mu,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
P_C2,2,TON IoT combined telemetry,hierarchical_fixed,compact_mlp,FedProx,weighted_arithmetic_mean,agglomerative,572fc5b59e36576bcd52becf06e8095decd701dade53abf72f398ffcda6c02cd,feature_vector_as_sequence,batch_x_features,15,3,50,0.01,50,0.8648688099843083,0.8,0.7692307692307693,1.0,0.8695652173913043,0.8110169666542043,0.855178696698054,0.6,"[[2370, 3555], [0, 11850]]",442512,22125600,10.730791582995153
