experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,input_adapter,num_leaf_clients,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
A_C2,2,TON IoT combined telemetry,flat,cnn1d,FedAvg,weighted_arithmetic_mean,feature_vector_as_sequence,15,1,1,0.8,0.6666666666666666,0.6666666666666666,1.0,0.8,0.71,0.8305877537885156,1.0,"[[0, 40], [0, 80]]",4920,4920,0.012123625005187932
