experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,control_variate_bytes,final_server_control_variate_l2_norm,communication_cost_per_round_bytes,control_variate_communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
P_C3,3,WUSTL-IIOT-2021,hierarchical_fixed,cnn1d,SCAFFOLD,weighted_arithmetic_mean,agglomerative,f56d3171e2e665c9b46abf6a8b64524a2e8689417598358c290f3cb7d4237770,feature_vector_as_sequence,15,3,50,14.747824612950616,50,0.8694008995821467,0.7991785497353426,0.13174223899841309,0.9707715920189759,0.7714386646648415,0.9965204494894758,0.8696517908255967,0.9812904781020331,0.6900707099878111,0.032020984385439606,"[[156468, 5176], [61, 17470]]",0.9626454583507744,0.7685864393338621,0.8845473732245737,0.8224998010979394,0.9812904781020331,0.6900707099878111,0.02888446215139442,"[[156975, 4669], [2024, 15507]]",164,0.01778540968985691,11808,5904,590400,131.04442791600013
