experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds,seed
B_C3,3,WUSTL-IIOT-2021,hierarchical_fixed,cnn1d,FedAvg,weighted_arithmetic_mean,agglomerative,f56d3171e2e665c9b46abf6a8b64524a2e8689417598358c290f3cb7d4237770,feature_vector_as_sequence,15,3,50,18,0.010102169670531512,0.8980996232733361,0.08266360505166476,0.004107010438651531,0.0078252363873492,0.9827336436296281,0.7548066709239705,0.004942961074954839,"[[160845, 799], [17459, 72]]",5904,295200,260.87887587500154,42
