experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,model_input_layout,num_leaf_clients,n_subclusters,rounds,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
AB_C2_FEDAVG_MLP,2,TON IoT combined telemetry,hierarchical_fixed,compact_mlp,FedAvg,weighted_arithmetic_mean,agglomerative,572fc5b59e36576bcd52becf06e8095decd701dade53abf72f398ffcda6c02cd,feature_vector_as_sequence,batch_x_features,15,3,50,0.6657829728264144,50,0.9270453565408288,0.8,0.8570539951324463,0.8983966244725738,0.8677504393673111,1.0,0.9291931310279934,0.8139000516299026,0.861005362428506,0.30481012658227846,"[[4119, 1806], [0, 11850]]",0.6666666666666666,0.6666666666666666,1.0,0.8,0.8139000516299026,0.861005362428506,1.0,"[[0, 5925], [0, 11850]]",442512,22125600,10.435868332999235
