experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds,seed
AB_C1_FEDAVG_TCN,1,HAI 21.03,hierarchical_fixed,tcn,FedAvg,weighted_arithmetic_mean,agglomerative,866d3cc56e44be563b9f9a489c87a5957dcf6d108c2a096dfb809333dca64cc2,sliding_window_feature_channels,12,2,50,50,0.4,0.9918886198547215,0.9661016949152542,0.22265625,0.3619047619047619,0.8394531090717257,0.5148940905987406,8.155276463872126e-05,"[[24522, 2], [199, 57]]",3036096,151804800,1131.2412997499923,42
