experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds,seed
P_C1,1,HAI 21.03,hierarchical_fixed,tcn,FedBN,weighted_non_bn_mean,agglomerative,866d3cc56e44be563b9f9a489c87a5957dcf6d108c2a096dfb809333dca64cc2,sliding_window_feature_channels,12,2,50,31,0.6272189349112426,0.9930992736077482,0.9292929292929293,0.359375,0.5183098591549296,0.7825871786311369,0.5190394307132687,0.0002854346762355244,"[[24517, 7], [164, 92]]",2964080,148204000,1122.7118752079987,42
