experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,best_validation_round,best_validation_f1,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
B_C3,3,WUSTL-IIOT-2021,hierarchical_fixed,cnn1d,FedAvg,weighted_arithmetic_mean,agglomerative,f56d3171e2e665c9b46abf6a8b64524a2e8689417598358c290f3cb7d4237770,feature_vector_as_sequence,15,3,1,1,0.03125,0.8833333333333333,0.5,0.008928571428571428,0.017543859649122806,0.9848909198113207,0.7759941225051594,0.0011792452830188679,"[[847, 1], [111, 1]]",5904,5904,0.02607470899965847
