experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
B_C1,1,HAI 21.03,hierarchical_fixed,cnn1d,FedAvg,weighted_arithmetic_mean,agglomerative,866d3cc56e44be563b9f9a489c87a5957dcf6d108c2a096dfb809333dca64cc2,sliding_window_feature_channels,12,2,50,120.23141361256545,39,0.7027027027027027,0.3037974683544304,0.9632313847541809,0.9934624697336562,0.9122807017543859,0.40625,0.5621621621621622,0.899704992430884,0.519671859183932,0.0004077638231936063,"[[24514, 10], [152, 104]]",0.9921307506053268,0.6613756613756614,0.48828125,0.5617977528089888,0.899704992430884,0.519671859183932,0.0026096884684390803,"[[24460, 64], [131, 125]]",163184,8159200,109.58879395900294
