experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
AB_C3_FEDAVG_CNN1D,3,WUSTL-IIOT-2021,hierarchical_fixed,cnn1d,FedAvg,weighted_arithmetic_mean,agglomerative,f56d3171e2e665c9b46abf6a8b64524a2e8689417598358c290f3cb7d4237770,feature_vector_as_sequence,15,3,50,14.747824612950616,42,0.8744746352563244,0.00648169206277007,0.009300285018980503,0.9712404074229105,0.7761713520749666,0.9921852718042325,0.8709847024360933,0.9780082207158196,0.6438121505498337,0.031031154883571305,"[[156628, 5016], [137, 17394]]",0.8966429468396818,0.027724665391969407,0.0016542125377902001,0.0031221402809926252,0.9780082207158196,0.6438121505498337,0.006291603771250402,"[[160627, 1017], [17502, 29]]",5904,295200,130.098787834002
