experiment_id,cluster_id,dataset,hierarchy,model_family,fl_method,aggregation,clustering_method,membership_hash,input_adapter,num_leaf_clients,n_subclusters,rounds,positive_class_weight,best_validation_round,best_validation_f1,best_validation_f1_default_threshold,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,test_accuracy_default_threshold,test_precision_default_threshold,test_recall_default_threshold,test_f1_default_threshold,test_auroc_default_threshold,test_pr_auc_default_threshold,test_fpr_default_threshold,test_confusion_matrix_default_threshold,communication_cost_per_round_bytes,total_communication_cost_bytes,wall_clock_training_seconds
B_C1_BAL_10TO1,1,HAI 21.03 balanced-training variant 10to1,hierarchical_fixed,cnn1d,FedAvg,weighted_arithmetic_mean,agglomerative,2861676255553ccc4afd53e1c89b7dbc69579899225d2cb598f861c75b753531,sliding_window_feature_channels,12,2,50,10.0,14,0.7524752475247525,0.2432962720732505,0.6585636138916016,0.9817509397356614,0.774390243902439,0.5280665280665281,0.6279357231149567,0.7994904867445928,0.5485989238503349,0.004621245238243927,"[[15939, 74], [227, 254]]",0.8481265914878138,0.1186887716654107,0.6548856548856549,0.20095693779904306,0.7994904867445928,0.5485989238503349,0.14606881908449384,"[[13674, 2339], [166, 315]]",214256,10712800,17.067045165997115
